Date,WrappedBitcoin Return,WrappedBitcoin Price,Famala Index,US Treasury Yield,Famala Index Return
2019-02-01,0.004106874592379132,3480.77231412,2239.4485386065694,2.70,0.009937372614162684
2019-02-02,0.01746426340047519,3542.09536095,2255.7971093020055,2.70,0.00730026629931338
2019-02-03,-0.018299567037995852,3477.86602633,2227.5622101233803,2.70,-0.01251659515928796
2019-02-04,0.0009637242080886534,3481.21934559,2221.537435190416,2.73,-0.002704649461902342
2019-02-05,-0.005572868486906886,3461.8729256,2232.1242386768586,2.71,0.004765530086840533
2019-02-06,-0.004897152686866075,3444.96104912,2207.321705172183,2.70,-0.01111162769298976
2019-02-07,-0.014320626236950391,3395.9786162,2193.2150533102918,2.65,-0.006390845443524035
2019-02-08,0.07619301678261278,3664.8411371,2339.2862131720776,2.63,0.06660138486707715
2019-02-09,0.003574344096989848,3677.96397919,2340.621395859485,2.63,0.0005707649965571154
2019-02-10,0.0022606645258098808,3686.28802728,2342.0811434659868,2.63,0.0006236581486797242
2019-02-11,-0.01360179256527326,3636.48735917,2332.0336220426348,2.65,-0.004289997146931867
2019-02-12,0.00780773405232452,3664.99121582,2326.1228828552576,2.68,-0.0025345857501831255
2019-02-13,-0.00653500657720558,3641.11856305,2313.4451909874847,2.71,-0.005450138494923929
2019-02-14,-0.008077895065498143,3611.82446599,2310.2756603283224,2.66,-0.0013700478712484292
2019-02-15,0.004798049879047173,3629.19582092,2307.7601747515378,2.66,-0.001088824861889913
2019-02-16,0.004220375085528272,3644.54475489,2311.717588994636,2.66,0.001714829073833214
2019-02-17,0.016530295862479304,3705.2908502,2322.8078522725446,2.66,0.004797412681681234
2019-02-18,0.053528187065996845,3909.03267156,2460.1244509172184,2.66,0.059116641314230375
2019-02-19,-0.010101623254286683,3869.74387065,2480.758566479366,2.65,0.008387427536218543
2019-02-20,0.04687689737752008,4055.46445129,2494.0986196195677,2.65,0.005377408878258386
2019-02-21,-0.019103935245335168,3978.72447272,2483.582707825153,2.69,-0.004216317555245069
