Date,Uniswap Return,Uniswap Price,Famala Index,US Treasury Yield,Famala Index Return
2021-05-14,0.07615593843489075,40.32621293,27351.738632078246,1.63,-0.02802204904027574
2021-05-15,-0.09757707417607642,36.57718291,25695.75284067724,1.63,-0.060544077788856114
2021-05-16,-0.00042871647500672866,36.56150503,25450.071262328296,1.63,-0.009561174559556844
2021-05-17,-0.09386989880440069,33.28563801,23965.439560085368,1.64,-0.05833507053634502
2021-05-18,0.052277942869778715,35.07203032,23193.152200752866,1.64,-0.03222504462712851
2021-05-19,-0.40347385990635853,23.42795801,21704.491399159953,1.68,-0.06418535905372058
2021-05-20,0.11922834802311102,26.39457361,23302.79410026146,1.63,0.07363926072754544
2021-05-21,-0.1866142672297137,21.90126016,21780.578479436834,1.63,-0.06532330905363608
2021-05-22,-0.07182062600329633,20.38345517,22543.110659228118,1.63,0.035009730366491174
2021-05-23,-0.19118423127160902,16.83633451,21125.5727132431,1.63,-0.06288120425850564
2021-05-24,0.3803304752246517,24.62764998,22577.22410057927,1.61,0.06871536251541092
2021-05-25,0.0227764461691625,25.1950171,22311.152824046225,1.56,-0.011784941999411684
2021-05-26,0.1532694751092776,29.36829573,22338.944500270958,1.58,0.001245640529824182
2021-05-27,-0.03457168221224543,28.37033434,22134.827853233506,1.61,-0.009137255658385118
2021-05-28,-0.09013839495479249,25.92494516,20794.622335981305,1.58,-0.06054736572330835
2021-05-29,-0.11193888525974519,23.17946491,20410.86166961062,1.58,-0.018454803370324194
2021-05-30,0.10487731720665214,25.74251926,20847.185843195533,1.58,0.021377057992340943
2021-05-31,0.09717795914777938,28.36971009,21217.81752197313,1.58,0.017778499293158598
2021-06-01,-0.03495296226595048,27.3952343,20809.262202979073,1.62,-0.019255294215390403
2021-06-02,0.008586647885609486,27.63148036,21175.68231764935,1.59,0.017608510628397925
2021-06-03,0.03552767810177056,28.63080951,22138.81970059771,1.63,0.04548318058897264
2021-06-04,-0.07949210704086342,26.44299507,20888.60598826843,1.56,-0.056471561232124955
2021-06-05,-0.032104008253088644,25.60755124,20045.96628093855,1.56,-0.04033968125030111
2021-06-06,0.01183745966140221,25.91248083,20103.46756807614,1.56,0.0028684717080595273
2021-06-07,-0.06857186359502312,24.19516632,18856.750046901576,1.57,-0.062015048744840574
2021-06-08,-0.027867402654617558,23.5302181,18853.38466057382,1.53,-0.00017847117448041236
2021-06-09,0.06566955533930514,25.12730308,21604.37130729963,1.50,0.1459147360674536
2021-06-10,-0.06282871210027519,23.5971588,21522.82772492133,1.45,-0.0037744020049657987
2021-06-11,-0.0768809806683027,21.85097044,22442.986432631802,1.47,0.04275268656474059
2021-06-12,-0.024481765398515275,21.32251526,20977.679458076742,1.47,-0.06529019562318691
2021-06-13,0.08758705814658271,23.27432047,23399.482435289392,1.47,0.11544665757966939
2021-06-14,0.005694661605091774,23.40723795,24211.50853775705,1.51,0.03470273775128547
2021-06-15,0.03251579414071981,24.18085206,24141.497830545093,1.51,-0.0028916292887234928
2021-06-16,-0.10217394764952906,21.832226,23183.663768898106,1.57,-0.03967583405015926
2021-06-17,0.014671159557126475,22.15489122,22918.84712818769,1.52,-0.011422553542450921
2021-06-18,-0.08284887670238389,20.39336123,21534.710583707216,1.45,-0.0603929393454584
2021-06-19,-0.023946807508644,19.91080622,21597.24927856016,1.45,0.0029040880122280623
2021-06-20,0.04400344116387551,20.80651277,21494.40381346955,1.45,-0.0047619705530141535
2021-06-21,-0.2720562688469427,15.85063849,19764.478228855114,1.50,-0.08048260373383198
2021-06-22,0.032868120887506264,16.3802756,20578.554039525556,1.48,0.04118883388896819
2021-06-23,0.08714032305872584,17.8716959,20998.353665484152,1.50,0.020399860221096213
2021-06-24,0.010188565222751423,18.0547136,21542.197362357503,1.49,0.025899349326956488
2021-06-25,-0.12676132530405107,15.90518993,19670.25365302071,1.54,-0.08689660009372105
2021-06-26,0.012200155296183408,16.10042424,20065.739378163333,1.54,0.020105776576088443
2021-06-27,0.0599794386907734,17.09566736,21635.79318866035,1.54,0.07824549999914976
2021-06-28,0.033827309836906995,17.6838602,21242.201890928387,1.49,-0.018191674060660332
2021-06-29,0.048050801578605966,18.55432976,22125.544633567766,1.49,0.04158433043688452
2021-06-30,0.038279961006994705,19.27835826,21213.59785040572,1.45,-0.041216919098049504
2021-07-01,-0.07583748853198814,17.87039878,20473.137520133267,1.48,-0.03490498573104099
2021-07-02,0.020565967760935267,18.24172609,20627.892380607384,1.44,0.007558922530654184
2021-07-03,0.0679716418670374,19.52475708,21063.074621484066,1.44,0.021096786469848174
2021-07-04,0.06191662953230101,20.77187449,21310.428867775554,1.44,0.01174350139932516
2021-07-05,-0.03311984762379116,20.09518102,20411.378687911085,1.44,-0.04218827248587018
2021-07-06,0.10858922096926132,22.40018588,20498.09003305389,1.37,0.004248186585953691
